Time,Mass,Temp1,HRR,Thickness,Temp2
 0.0000000E+000, 1.2656410E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E-002, 2.0000000E+001
 1.5000000E+000, 1.2656406E+001, 5.2647793E+001, 0.0000000E+000, 4.9999995E-002, 2.6107563E+001
 2.5000000E+000, 1.2656341E+001, 1.0648300E+002, 0.0000000E+000, 4.9999931E-002, 5.3981162E+001
 3.6825451E+000, 1.2655490E+001, 1.2925074E+002, 0.0000000E+000, 4.9999080E-002, 7.5183126E+001
 4.8564064E+000, 1.2652146E+001, 1.4197788E+002, 1.3665696E-007, 4.9995740E-002, 9.0016342E+001
 6.0315753E+000, 1.2646650E+001, 1.5271755E+002, 1.4142901E-006, 4.9990244E-002, 1.0105196E+002
 7.2459367E+000, 1.2640500E+001, 1.6515430E+002, 5.5292083E-006, 4.9984089E-002, 1.1110381E+002
 8.4088330E+000, 1.2634446E+001, 1.7760564E+002, 2.0303063E-005, 4.9978034E-002, 1.2094731E+002
 9.6222873E+000, 1.2628475E+001, 1.8928386E+002, 6.2873152E-005, 4.9972061E-002, 1.3097432E+002
 1.0802747E+001, 1.2622624E+001, 2.0035955E+002, 1.7497470E-004, 4.9966214E-002, 1.4141338E+002
 1.2040299E+001, 1.2616820E+001, 2.1089741E+002, 4.4018462E-004, 4.9960414E-002, 1.5212447E+002
 1.3242053E+001, 1.2611111E+001, 2.2095862E+002, 1.0232232E-003, 4.9954707E-002, 1.6243919E+002
 1.4435688E+001, 1.2605598E+001, 2.3048929E+002, 2.1524131E-003, 4.9949196E-002, 1.7216034E+002
 1.5661858E+001, 1.2600158E+001, 2.3965575E+002, 4.2687341E-003, 4.9943752E-002, 1.8152834E+002
 1.6807885E+001, 1.2594938E+001, 2.4815818E+002, 7.9337974E-003, 4.9938524E-002, 1.9029395E+002
 1.8003230E+001, 1.2589896E+001, 2.5596787E+002, 1.4091948E-002, 4.9933470E-002, 1.9856836E+002
 1.9228679E+001, 1.2584813E+001, 2.6307162E+002, 2.4242125E-002, 4.9928374E-002, 2.0637284E+002
 2.0424038E+001, 1.2579774E+001, 2.7058462E+002, 3.9714832E-002, 4.9923331E-002, 2.1398717E+002
 2.1615856E+001, 1.2574912E+001, 2.7740937E+002, 6.3958961E-002, 4.9918472E-002, 2.2131446E+002
 2.2847358E+001, 1.2570054E+001, 2.8384413E+002, 9.8250178E-002, 4.9913621E-002, 2.2824778E+002
 2.4027396E+001, 1.2565312E+001, 2.9068765E+002, 1.4718699E-001, 4.9908889E-002, 2.3501327E+002
 2.5270113E+001, 1.2560622E+001, 2.9736192E+002, 2.1837192E-001, 4.9904213E-002, 2.4186966E+002
 2.6405763E+001, 1.2556084E+001, 3.0280903E+002, 3.1505607E-001, 4.9899689E-002, 2.4811078E+002
 2.7617579E+001, 1.2551661E+001, 3.0842412E+002, 4.3201241E-001, 4.9895278E-002, 2.5392454E+002
 2.8803646E+001, 1.2547212E+001, 3.1358237E+002, 6.0194855E-001, 4.9890847E-002, 2.5970789E+002
 3.0041728E+001, 1.2542762E+001, 3.1900775E+002, 8.1245480E-001, 4.9886424E-002, 2.6524955E+002
 3.1237309E+001, 1.2538368E+001, 3.2441409E+002, 1.1028848E+000, 4.9882067E-002, 2.7092068E+002
 3.2418271E+001, 1.2534127E+001, 3.2972469E+002, 1.4383114E+000, 4.9877872E-002, 2.7625072E+002
 3.3619899E+001, 1.2529889E+001, 3.3420469E+002, 1.8686920E+000, 4.9873695E-002, 2.8144606E+002
 3.4842366E+001, 1.2525618E+001, 3.3870556E+002, 2.3799853E+000, 4.9869501E-002, 2.8627693E+002
 3.6022716E+001, 1.2521434E+001, 3.4305154E+002, 3.0528716E+000, 4.9865412E-002, 2.9104138E+002
 3.7242691E+001, 1.2517279E+001, 3.4812859E+002, 3.8748380E+000, 4.9861377E-002, 2.9582890E+002
 3.8462675E+001, 1.2513055E+001, 3.5201915E+002, 4.7922489E+000, 4.9857309E-002, 3.0052948E+002
 3.9601819E+001, 1.2508980E+001, 3.5566660E+002, 5.9277109E+000, 4.9853420E-002, 3.0464261E+002
 4.0829719E+001, 1.2504897E+001, 3.6007379E+002, 7.3269293E+000, 4.9849567E-002, 3.0877988E+002
 4.2029321E+001, 1.2500708E+001, 3.6553231E+002, 8.8466313E+000, 4.9845666E-002, 3.1366427E+002
 4.3241463E+001, 1.2496508E+001, 3.6980883E+002, 1.0854658E+001, 4.9841817E-002, 3.1830724E+002
 4.4441425E+001, 1.2492278E+001, 3.7320543E+002, 1.3019773E+001, 4.9838010E-002, 3.2238456E+002
 4.5624124E+001, 1.2488073E+001, 3.7627369E+002, 1.5533461E+001, 4.9834300E-002, 3.2609413E+002
 4.6833152E+001, 1.2483783E+001, 3.8109636E+002, 1.8314021E+001, 4.9830599E-002, 3.2995352E+002
 4.8018335E+001, 1.2479417E+001, 3.8508581E+002, 2.1634707E+001, 4.9826927E-002, 3.3436650E+002
 4.9218113E+001, 1.2474971E+001, 3.8894295E+002, 2.5373860E+001, 4.9823297E-002, 3.3803949E+002
 5.0412911E+001, 1.2470394E+001, 3.9248669E+002, 2.9524106E+001, 4.9819681E-002, 3.4198077E+002
 5.1636613E+001, 1.2465663E+001, 3.9647256E+002, 3.4487489E+001, 4.9816072E-002, 3.4545970E+002
 5.2834418E+001, 1.2460777E+001, 4.0305398E+002, 3.9384940E+001, 4.9812483E-002, 3.5036647E+002
 5.4004643E+001, 1.2455840E+001, 4.0721625E+002, 4.4427061E+001, 4.9808991E-002, 3.5472366E+002
 5.5217310E+001, 1.2450733E+001, 4.1235639E+002, 5.1305440E+001, 4.9805528E-002, 3.5914570E+002
 5.6419869E+001, 1.2445309E+001, 4.1488343E+002, 5.8270558E+001, 4.9802021E-002, 3.6290225E+002
 5.7601839E+001, 1.2439729E+001, 4.1793365E+002, 6.6729378E+001, 4.9798592E-002, 3.6613834E+002
 5.8831100E+001, 1.2433807E+001, 4.2242288E+002, 7.4718510E+001, 4.9795140E-002, 3.6907765E+002
 6.0014257E+001, 1.2427644E+001, 4.2901667E+002, 8.3291835E+001, 4.9791711E-002, 3.7412786E+002
 6.1212293E+001, 1.2421255E+001, 4.3313893E+002, 9.3232993E+001, 4.9788344E-002, 3.7838203E+002
 6.2427007E+001, 1.2414446E+001, 4.3901510E+002, 1.0339603E+002, 4.9784952E-002, 3.8219973E+002
 6.3602115E+001, 1.2407361E+001, 4.4212822E+002, 1.1422167E+002, 4.9781612E-002, 3.8649227E+002
 6.4801211E+001, 1.2399998E+001, 4.4786819E+002, 1.2436485E+002, 4.9778312E-002, 3.8970227E+002
 6.6003804E+001, 1.2392207E+001, 4.5591040E+002, 1.3453841E+002, 4.9774987E-002, 3.9594337E+002
 6.7224978E+001, 1.2384049E+001, 4.5353730E+002, 1.4229381E+002, 4.9771649E-002, 3.9737908E+002
 6.8401107E+001, 1.2375717E+001, 4.5860847E+002, 1.5180149E+002, 4.9768365E-002, 4.0054837E+002
 6.9606191E+001, 1.2367072E+001, 4.5758935E+002, 1.6336074E+002, 4.9765113E-002, 4.0235342E+002
 7.0820684E+001, 1.2358005E+001, 4.6426119E+002, 1.7090212E+002, 4.9761823E-002, 4.0424973E+002
 7.2028474E+001, 1.2348633E+001, 4.6615892E+002, 1.7919834E+002, 4.9758536E-002, 4.0816526E+002
 7.3202937E+001, 1.2339286E+001, 4.7604877E+002, 1.8273341E+002, 4.9755323E-002, 4.1186767E+002
 7.4418958E+001, 1.2329613E+001, 4.8787101E+002, 1.9476875E+002, 4.9752108E-002, 4.1836031E+002
 7.5605895E+001, 1.2319654E+001, 4.9194672E+002, 2.0127285E+002, 4.9748897E-002, 4.2414690E+002
 7.6808558E+001, 1.2309485E+001, 4.8692302E+002, 2.0336646E+002, 4.9745707E-002, 4.2613246E+002
 7.8020811E+001, 1.2299265E+001, 4.8671572E+002, 2.0661356E+002, 4.9742496E-002, 4.2545907E+002
 7.9213973E+001, 1.2288888E+001, 4.8723889E+002, 2.1329070E+002, 4.9739311E-002, 4.2762261E+002
 8.0417905E+001, 1.2278340E+001, 4.8970593E+002, 2.2177209E+002, 4.9736144E-002, 4.2789718E+002
 8.1617784E+001, 1.2267498E+001, 4.9892054E+002, 2.3171547E+002, 4.9732979E-002, 4.3201130E+002
 8.2808926E+001, 1.2256315E+001, 5.0595518E+002, 2.4260762E+002, 4.9729831E-002, 4.3676582E+002
 8.4008036E+001, 1.2244781E+001, 5.2328925E+002, 2.5480189E+002, 4.9726693E-002, 4.4551730E+002
 8.5215789E+001, 1.2232953E+001, 5.2152411E+002, 2.6006517E+002, 4.9723537E-002, 4.4928346E+002
 8.6418324E+001, 1.2220785E+001, 5.2608190E+002, 2.7432630E+002, 4.9720383E-002, 4.5407415E+002
 8.7608081E+001, 1.2208297E+001, 5.1934463E+002, 2.8708472E+002, 4.9717262E-002, 4.5518713E+002
 8.8817285E+001, 1.2195316E+001, 5.1927927E+002, 2.9912648E+002, 4.9714134E-002, 4.5362673E+002
 9.0018975E+001, 1.2181957E+001, 5.2200587E+002, 3.0304127E+002, 4.9710988E-002, 4.5728804E+002
 9.1215005E+001, 1.2168735E+001, 5.1664882E+002, 3.0112726E+002, 4.9707862E-002, 4.5642575E+002
 9.2407122E+001, 1.2155614E+001, 5.2287114E+002, 3.0064741E+002, 4.9704749E-002, 4.5818220E+002
 9.3613183E+001, 1.2142552E+001, 5.2748215E+002, 2.8895512E+002, 4.9701618E-002, 4.6144698E+002
 9.4812804E+001, 1.2129516E+001, 5.3737292E+002, 3.0687709E+002, 4.9698484E-002, 4.6644696E+002
 9.6003680E+001, 1.2115827E+001, 5.3966518E+002, 3.2310765E+002, 4.9695359E-002, 4.7226708E+002
 9.7216555E+001, 1.2101583E+001, 5.3291837E+002, 3.4531998E+002, 4.9692216E-002, 4.7059981E+002
 9.8408543E+001, 1.2086944E+001, 5.5235275E+002, 3.5720332E+002, 4.9689066E-002, 4.7776677E+002
 9.9607064E+001, 1.2071938E+001, 5.6343200E+002, 3.6214223E+002, 4.9685931E-002, 4.8541820E+002
 1.0080159E+002, 1.2056645E+001, 5.7426801E+002, 3.7620142E+002, 4.9682787E-002, 4.9599962E+002
 1.0200987E+002, 1.2041141E+001, 5.6806374E+002, 3.7689021E+002, 4.9679627E-002, 4.9810256E+002
 1.0320381E+002, 1.2025569E+001, 5.6631455E+002, 3.7816207E+002, 4.9676443E-002, 4.9844448E+002
 1.0440217E+002, 1.2009999E+001, 5.5195679E+002, 3.7218100E+002, 4.9673248E-002, 4.9496336E+002
 1.0561644E+002, 1.1994756E+001, 5.4217191E+002, 3.5184234E+002, 4.9670029E-002, 4.8970162E+002
 1.0680239E+002, 1.1980119E+001, 5.3835335E+002, 3.4501390E+002, 4.9666831E-002, 4.8646212E+002
 1.0800858E+002, 1.1965828E+001, 5.4746165E+002, 3.3560763E+002, 4.9663634E-002, 4.8749632E+002
 1.0920047E+002, 1.1951669E+001, 5.3976436E+002, 3.3181523E+002, 4.9660423E-002, 4.8907724E+002
 1.1040945E+002, 1.1937749E+001, 5.5227926E+002, 3.2189403E+002, 4.9657193E-002, 4.8968200E+002
 1.1161360E+002, 1.1923800E+001, 5.5192210E+002, 3.2300449E+002, 4.9653937E-002, 4.9577040E+002
 1.1280030E+002, 1.1909985E+001, 5.4961368E+002, 3.2352130E+002, 4.9650696E-002, 4.9558183E+002
 1.1400004E+002, 1.1896371E+001, 5.5805674E+002, 3.1209171E+002, 4.9647450E-002, 4.9844617E+002
 1.1521896E+002, 1.1882550E+001, 5.6513310E+002, 3.1960482E+002, 4.9644150E-002, 5.0370948E+002
 1.1641642E+002, 1.1868769E+001, 5.6227047E+002, 3.1193921E+002, 4.9640841E-002, 5.0570677E+002
 1.1760189E+002, 1.1855125E+001, 5.6348316E+002, 3.2591758E+002, 4.9637570E-002, 5.0769378E+002
 1.1881087E+002, 1.1841389E+001, 5.5461828E+002, 3.1867601E+002, 4.9634268E-002, 5.0444673E+002
 1.2000706E+002, 1.1827665E+001, 5.5847773E+002, 3.1530427E+002, 4.9630945E-002, 5.0544356E+002
 1.2122102E+002, 1.1814088E+001, 5.5580225E+002, 3.0531722E+002, 4.9627604E-002, 5.0536142E+002
 1.2240421E+002, 1.1800704E+001, 5.6484084E+002, 3.0974661E+002, 4.9624278E-002, 5.0970384E+002
 1.2360890E+002, 1.1787244E+001, 5.7179298E+002, 3.1154129E+002, 4.9620955E-002, 5.1249012E+002
 1.2480793E+002, 1.1773600E+001, 5.7381225E+002, 3.1679860E+002, 4.9617604E-002, 5.1744520E+002
 1.2602320E+002, 1.1759862E+001, 5.7336594E+002, 3.0852589E+002, 4.9614235E-002, 5.1967541E+002
 1.2720617E+002, 1.1746479E+001, 5.7739430E+002, 2.9628492E+002, 4.9610886E-002, 5.2160229E+002
 1.2840805E+002, 1.1733398E+001, 5.8950574E+002, 3.0276831E+002, 4.9607554E-002, 5.2867143E+002
 1.2961650E+002, 1.1720256E+001, 5.8256000E+002, 2.8939101E+002, 4.9604187E-002, 5.2866267E+002
 1.3080537E+002, 1.1707342E+001, 5.8681379E+002, 2.8895042E+002, 4.9600838E-002, 5.3191228E+002
 1.3200790E+002, 1.1694389E+001, 5.8518395E+002, 2.9455444E+002, 4.9597500E-002, 5.3187588E+002
 1.3320722E+002, 1.1681463E+001, 5.7781575E+002, 2.8573542E+002, 4.9594156E-002, 5.2986984E+002
 1.3442268E+002, 1.1668440E+001, 5.9386341E+002, 2.9571129E+002, 4.9590796E-002, 5.3578820E+002
 1.3560853E+002, 1.1655422E+001, 5.8934215E+002, 3.0328511E+002, 4.9587466E-002, 5.3644364E+002
 1.3681263E+002, 1.1642404E+001, 5.9034962E+002, 2.9834681E+002, 4.9584160E-002, 5.3811053E+002
 1.3802396E+002, 1.1629216E+001, 5.9264534E+002, 2.9698993E+002, 4.9580829E-002, 5.4108415E+002
 1.3920959E+002, 1.1616202E+001, 5.7503770E+002, 2.9140735E+002, 4.9577535E-002, 5.3508107E+002
 1.4040744E+002, 1.1603577E+001, 5.6790085E+002, 2.8232161E+002, 4.9574279E-002, 5.2844978E+002
 1.4160314E+002, 1.1591065E+001, 5.7313897E+002, 2.8048841E+002, 4.9571027E-002, 5.2740970E+002
 1.4281470E+002, 1.1578494E+001, 5.9247065E+002, 2.8675347E+002, 4.9567773E-002, 5.3639150E+002
 1.4401322E+002, 1.1565995E+001, 5.9010645E+002, 2.7951290E+002, 4.9564535E-002, 5.4086070E+002
 1.4521190E+002, 1.1553646E+001, 5.8879114E+002, 2.7829902E+002, 4.9561338E-002, 5.4074130E+002
 1.4640449E+002, 1.1541351E+001, 5.8538919E+002, 2.7969722E+002, 4.9558173E-002, 5.4134932E+002
 1.4760322E+002, 1.1529039E+001, 5.9113277E+002, 2.8340134E+002, 4.9555033E-002, 5.4142386E+002
 1.4880031E+002, 1.1516756E+001, 5.9855360E+002, 2.7975624E+002, 4.9551918E-002, 5.4600526E+002
 1.5000665E+002, 1.1504493E+001, 5.9997619E+002, 2.7805192E+002, 4.9548818E-002, 5.5042225E+002
 1.5121589E+002, 1.1492229E+001, 5.8986424E+002, 2.7830647E+002, 4.9545738E-002, 5.4824108E+002
 1.5240969E+002, 1.1480108E+001, 5.7992369E+002, 2.7648467E+002, 4.9542709E-002, 5.4181497E+002
 1.5361611E+002, 1.1468057E+001, 5.7561802E+002, 2.7401851E+002, 4.9539720E-002, 5.3722475E+002
 1.5481777E+002, 1.1456013E+001, 5.7492195E+002, 2.7634784E+002, 4.9536760E-002, 5.3564038E+002
 1.5600013E+002, 1.1444145E+001, 5.7308307E+002, 2.7455060E+002, 4.9533871E-002, 5.3462777E+002
 1.5721424E+002, 1.1432316E+001, 5.7559651E+002, 2.7481981E+002, 4.9531014E-002, 5.3523561E+002
 1.5840511E+002, 1.1420459E+001, 5.7633016E+002, 2.7721948E+002, 4.9528191E-002, 5.3516703E+002
 1.5961041E+002, 1.1408664E+001, 5.9355661E+002, 2.7320494E+002, 4.9525429E-002, 5.4270904E+002
 1.6080513E+002, 1.1396968E+001, 5.9560607E+002, 2.7019329E+002, 4.9522715E-002, 5.4801295E+002
 1.6201642E+002, 1.1385419E+001, 5.9822478E+002, 2.7201916E+002, 4.9520053E-002, 5.5153993E+002
 1.6320631E+002, 1.1373981E+001, 5.9252847E+002, 2.7230393E+002, 4.9517458E-002, 5.5062105E+002
 1.6440990E+002, 1.1362558E+001, 5.8738948E+002, 2.7194580E+002, 4.9514934E-002, 5.4884698E+002
 1.6560435E+002, 1.1351238E+001, 5.8719838E+002, 2.6968689E+002, 4.9512479E-002, 5.4691072E+002
 1.6681463E+002, 1.1339918E+001, 5.8816098E+002, 2.7583186E+002, 4.9510090E-002, 5.4613925E+002
 1.6800428E+002, 1.1328653E+001, 5.8378159E+002, 2.7393142E+002, 4.9507787E-002, 5.4636691E+002
 1.6920946E+002, 1.1317524E+001, 5.8346180E+002, 2.7320110E+002, 4.9505575E-002, 5.4414875E+002
 1.7040892E+002, 1.1306486E+001, 5.8478974E+002, 2.7214969E+002, 4.9503449E-002, 5.4523334E+002
 1.7160112E+002, 1.1295568E+001, 5.8657865E+002, 2.7504615E+002, 4.9501435E-002, 5.4630992E+002
 1.7281273E+002, 1.1284612E+001, 5.8101166E+002, 2.7641418E+002, 4.9499519E-002, 5.4556169E+002
 1.7400052E+002, 1.1273738E+001, 5.7460178E+002, 2.7746066E+002, 4.9497727E-002, 5.4115742E+002
 1.7521365E+002, 1.1262915E+001, 5.7298777E+002, 2.7876708E+002, 4.9496056E-002, 5.3845605E+002
 1.7640705E+002, 1.1252301E+001, 5.8088448E+002, 2.7653853E+002, 4.9494522E-002, 5.4028382E+002
 1.7761042E+002, 1.1241952E+001, 5.9395388E+002, 2.7238570E+002, 4.9493137E-002, 5.4870745E+002
 1.7881770E+002, 1.1231801E+001, 5.8609360E+002, 2.6848889E+002, 4.9491896E-002, 5.4896454E+002
 1.8000329E+002, 1.1221985E+001, 5.9604904E+002, 2.6596905E+002, 4.9490822E-002, 5.5057933E+002
 1.8121396E+002, 1.1212378E+001, 6.0207403E+002, 2.6361640E+002, 4.9489907E-002, 5.5819937E+002
 1.8241032E+002, 1.1202987E+001, 5.9056746E+002, 2.6156573E+002, 4.9489151E-002, 5.5478914E+002
 1.8361100E+002, 1.1193902E+001, 5.9324120E+002, 2.5881774E+002, 4.9488553E-002, 5.5367174E+002
 1.8480427E+002, 1.1184964E+001, 5.9168457E+002, 2.5890051E+002, 4.9488097E-002, 5.5413289E+002
 1.8602079E+002, 1.1176097E+001, 5.8878588E+002, 2.5857088E+002, 4.9487764E-002, 5.5152346E+002
 1.8721932E+002, 1.1167370E+001, 5.9805225E+002, 2.5296933E+002, 4.9487535E-002, 5.5588987E+002
 1.8840510E+002, 1.1158886E+001, 6.0633598E+002, 2.5613714E+002, 4.9487387E-002, 5.6123175E+002
 1.8960811E+002, 1.1150472E+001, 6.1146582E+002, 2.5249757E+002, 4.9487296E-002, 5.6520897E+002
 1.9080819E+002, 1.1142117E+001, 6.0713676E+002, 2.5187738E+002, 4.9487242E-002, 5.6804615E+002
 1.9201419E+002, 1.1133785E+001, 6.0376128E+002, 2.5482959E+002, 4.9487212E-002, 5.6498099E+002
 1.9320145E+002, 1.1125467E+001, 6.0849666E+002, 2.5505633E+002, 4.9487196E-002, 5.6638950E+002
 1.9441470E+002, 1.1117050E+001, 6.1114561E+002, 2.5975689E+002, 4.9487188E-002, 5.7004116E+002
 1.9562190E+002, 1.1108478E+001, 6.0755215E+002, 2.5951127E+002, 4.9487184E-002, 5.6808407E+002
 1.9682180E+002, 1.1099908E+001, 6.0922622E+002, 2.6171564E+002, 4.9487181E-002, 5.6765842E+002
 1.9801694E+002, 1.1091344E+001, 6.1379463E+002, 2.5972625E+002, 4.9487180E-002, 5.7381744E+002
 1.9920619E+002, 1.1082814E+001, 6.2129319E+002, 2.6477952E+002, 4.9487180E-002, 5.7517032E+002
 2.0040930E+002, 1.1074228E+001, 6.1532704E+002, 2.6446131E+002, 4.9487180E-002, 5.7644171E+002
 2.0160647E+002, 1.1065568E+001, 6.1959411E+002, 2.6654679E+002, 4.9487180E-002, 5.7695663E+002
 2.0281993E+002, 1.1056820E+001, 6.1654193E+002, 2.6340031E+002, 4.9487180E-002, 5.7726523E+002
 2.0401819E+002, 1.1048035E+001, 6.2203952E+002, 2.6271594E+002, 4.9487180E-002, 5.7909385E+002
 2.0520961E+002, 1.1039370E+001, 6.1947695E+002, 2.6391263E+002, 4.9487180E-002, 5.8067482E+002
 2.0641823E+002, 1.1030659E+001, 6.3179531E+002, 2.6349633E+002, 4.9487179E-002, 5.8508237E+002
 2.0760010E+002, 1.1021998E+001, 6.2776183E+002, 2.6562315E+002, 4.9487179E-002, 5.8635208E+002
 2.0880948E+002, 1.1013321E+001, 6.1348519E+002, 2.6655424E+002, 4.9487179E-002, 5.8117071E+002
 2.1001454E+002, 1.1004510E+001, 6.1136985E+002, 2.6767765E+002, 4.9487179E-002, 5.7790751E+002
 2.1122246E+002, 1.0995650E+001, 6.1110957E+002, 2.6890879E+002, 4.9487179E-002, 5.7687517E+002
 2.1242126E+002, 1.0986767E+001, 6.1844675E+002, 2.7394458E+002, 4.9487179E-002, 5.7720333E+002
 2.1360904E+002, 1.0977908E+001, 6.2302260E+002, 2.7188358E+002, 4.9487179E-002, 5.8301431E+002
 2.1480534E+002, 1.0969019E+001, 6.0579924E+002, 2.7342475E+002, 4.9487179E-002, 5.7722522E+002
 2.1602087E+002, 1.0960000E+001, 6.0757628E+002, 2.7250174E+002, 4.9487179E-002, 5.7386189E+002
 2.1720827E+002, 1.0950999E+001, 6.0451072E+002, 2.7237093E+002, 4.9487179E-002, 5.7280721E+002
 2.1841300E+002, 1.0942025E+001, 6.0918073E+002, 2.7542511E+002, 4.9487179E-002, 5.7264459E+002
 2.1960034E+002, 1.0933010E+001, 6.0813809E+002, 2.7722927E+002, 4.9487179E-002, 5.7447697E+002
 2.2080998E+002, 1.0923979E+001, 6.1451199E+002, 2.7151050E+002, 4.9487179E-002, 5.7627252E+002
 2.2202019E+002, 1.0914908E+001, 6.2314148E+002, 2.7330214E+002, 4.9487179E-002, 5.8037942E+002
 2.2320162E+002, 1.0905923E+001, 6.2149192E+002, 2.7688862E+002, 4.9487179E-002, 5.8578223E+002
 2.2441490E+002, 1.0896869E+001, 6.2092433E+002, 2.7944343E+002, 4.9487179E-002, 5.8275624E+002
 2.2561509E+002, 1.0887631E+001, 6.3473655E+002, 2.8070861E+002, 4.9487179E-002, 5.8988399E+002
 2.2682244E+002, 1.0878305E+001, 6.3155917E+002, 2.8463662E+002, 4.9487179E-002, 5.9278565E+002
 2.2800689E+002, 1.0868966E+001, 6.2079055E+002, 2.8600275E+002, 4.9487179E-002, 5.9011474E+002
 2.2920363E+002, 1.0859594E+001, 6.2069724E+002, 2.8120824E+002, 4.9487179E-002, 5.8587608E+002
 2.3040742E+002, 1.0850131E+001, 6.3246681E+002, 2.9336148E+002, 4.9487179E-002, 5.9037931E+002
 2.3160067E+002, 1.0840599E+001, 6.2280821E+002, 2.9161889E+002, 4.9487179E-002, 5.9148461E+002
 2.3282003E+002, 1.0830935E+001, 6.2668685E+002, 2.9200271E+002, 4.9487179E-002, 5.9027355E+002
 2.3400556E+002, 1.0821217E+001, 6.2506127E+002, 2.9847984E+002, 4.9487179E-002, 5.9034824E+002
 2.3521385E+002, 1.0811486E+001, 6.2489424E+002, 2.9886856E+002, 4.9487179E-002, 5.8908985E+002
 2.3640567E+002, 1.0801655E+001, 6.1744807E+002, 2.9932685E+002, 4.9487179E-002, 5.8870696E+002
 2.3760834E+002, 1.0791792E+001, 6.2192771E+002, 3.0126726E+002, 4.9487179E-002, 5.8676380E+002
