Time,Temp,Mass,MLR,MCC,DSC
 7.8000000E+002, 4.1000180E+002, 8.0027324E-001, 1.2879727E-003, 4.5818062E+001, 1.3465800E+000
 7.8200000E+002, 4.1100180E+002, 7.9769540E-001, 1.2898276E-003, 4.5928493E+001, 1.3430065E+000
 7.8400000E+002, 4.1200180E+002, 7.9511380E-001, 1.2918316E-003, 4.6046326E+001, 1.3393817E+000
 7.8600000E+002, 4.1300180E+002, 7.9252797E-001, 1.2940279E-003, 4.6173126E+001, 1.3357298E+000
 7.8800000E+002, 4.1400183E+002, 7.8993750E-001, 1.2964588E-003, 4.6310444E+001, 1.3320746E+000
 7.9000000E+002, 4.1500183E+002, 7.8734189E-001, 1.2991660E-003, 4.6459805E+001, 1.3284392E+000
 7.9200000E+002, 4.1600183E+002, 7.8474057E-001, 1.3021905E-003, 4.6622696E+001, 1.3248466E+000
 7.9400000E+002, 4.1700183E+002, 7.8213286E-001, 1.3055721E-003, 4.6800575E+001, 1.3213189E+000
 7.9600000E+002, 4.1800183E+002, 7.7951801E-001, 1.3093498E-003, 4.6994858E+001, 1.3178773E+000
 7.9800000E+002, 4.1900183E+002, 7.7689517E-001, 1.3135610E-003, 4.7206909E+001, 1.3145427E+000
 8.0000000E+002, 4.2000183E+002, 7.7426338E-001, 1.3182421E-003, 4.7438057E+001, 1.3113350E+000
 8.0200000E+002, 4.2100183E+002, 7.7162176E-001, 1.3234275E-003, 4.7689556E+001, 1.3082733E+000
 8.0400000E+002, 4.2200183E+002, 7.6896930E-001, 1.3291506E-003, 4.7962620E+001, 1.3053756E+000
 8.0600000E+002, 4.2300183E+002, 7.6630473E-001, 1.3354426E-003, 4.8258385E+001, 1.3026594E+000
 8.0800000E+002, 4.2400183E+002, 7.6362705E-001, 1.3423334E-003, 4.8577927E+001, 1.3001409E+000
 8.1000000E+002, 4.2500183E+002, 7.6093495E-001, 1.3498502E-003, 4.8922245E+001, 1.2978350E+000
 8.1200000E+002, 4.2600183E+002, 7.5822711E-001, 1.3580188E-003, 4.9292267E+001, 1.2957560E+000
 8.1400000E+002, 4.2700183E+002, 7.5550234E-001, 1.3668626E-003, 4.9688828E+001, 1.2939167E+000
 8.1600000E+002, 4.2800183E+002, 7.5275910E-001, 1.3764024E-003, 5.0112690E+001, 1.2923290E+000
 8.1800000E+002, 4.2900183E+002, 7.4999613E-001, 1.3866572E-003, 5.0564514E+001, 1.2910033E+000
 8.2000000E+002, 4.3000183E+002, 7.4721187E-001, 1.3976430E-003, 5.1044872E+001, 1.2899489E+000
 8.2200000E+002, 4.3100183E+002, 7.4440497E-001, 1.4093732E-003, 5.1554234E+001, 1.2891738E+000
 8.2400000E+002, 4.3200183E+002, 7.4157375E-001, 1.4218588E-003, 5.2092968E+001, 1.2886848E+000
 8.2600000E+002, 4.3300183E+002, 7.3871690E-001, 1.4351076E-003, 5.2661331E+001, 1.2884872E+000
 8.2800000E+002, 4.3400183E+002, 7.3583269E-001, 1.4491243E-003, 5.3259472E+001, 1.2885846E+000
 8.3000000E+002, 4.3500183E+002, 7.3291969E-001, 1.4639109E-003, 5.3887413E+001, 1.2889795E+000
 8.3200000E+002, 4.3600183E+002, 7.2997642E-001, 1.4794661E-003, 5.4545059E+001, 1.2896731E+000
 8.3400000E+002, 4.3700183E+002, 7.2700119E-001, 1.4957852E-003, 5.5232197E+001, 1.2906647E+000
 8.3600000E+002, 4.3800183E+002, 7.2399259E-001, 1.5128601E-003, 5.5948475E+001, 1.2919521E+000
 8.3800000E+002, 4.3900183E+002, 7.2094905E-001, 1.5306791E-003, 5.6693405E+001, 1.2935320E+000
 8.4000000E+002, 4.4000183E+002, 7.1786922E-001, 1.5492270E-003, 5.7466366E+001, 1.2953990E+000
 8.4200000E+002, 4.4100183E+002, 7.1475148E-001, 1.5684853E-003, 5.8266598E+001, 1.2975460E+000
 8.4400000E+002, 4.4200183E+002, 7.1159458E-001, 1.5884310E-003, 5.9093193E+001, 1.2999650E+000
 8.4600000E+002, 4.4300183E+002, 7.0839715E-001, 1.6090379E-003, 5.9945091E+001, 1.3026458E+000
 8.4800000E+002, 4.4400183E+002, 7.0515782E-001, 1.6302754E-003, 6.0821095E+001, 1.3055764E+000
 8.5000000E+002, 4.4500183E+002, 7.0187545E-001, 1.6521093E-003, 6.1719845E+001, 1.3087437E+000
 8.5200000E+002, 4.4600183E+002, 6.9854879E-001, 1.6745016E-003, 6.2639832E+001, 1.3121326E+000
 8.5400000E+002, 4.4700183E+002, 6.9517684E-001, 1.6974097E-003, 6.3579395E+001, 1.3157262E+000
 8.5600000E+002, 4.4800183E+002, 6.9175863E-001, 1.7207875E-003, 6.4536713E+001, 1.3195062E+000
 8.5800000E+002, 4.4900183E+002, 6.8829316E-001, 1.7445849E-003, 6.5509827E+001, 1.3234527E+000
 8.6000000E+002, 4.5000183E+002, 6.8477976E-001, 1.7687476E-003, 6.6496597E+001, 1.3275439E+000
 8.6200000E+002, 4.5100183E+002, 6.8121773E-001, 1.7932176E-003, 6.7494766E+001, 1.3317569E+000
 8.6400000E+002, 4.5200180E+002, 6.7760652E-001, 1.8179332E-003, 6.8501915E+001, 1.3360672E+000
 8.6600000E+002, 4.5300180E+002, 6.7394567E-001, 1.8428287E-003, 6.9515472E+001, 1.3404483E+000
 8.6800000E+002, 4.5400180E+002, 6.7023486E-001, 1.8678352E-003, 7.0532753E+001, 1.3448727E+000
 8.7000000E+002, 4.5500180E+002, 6.6647404E-001, 1.8928801E-003, 7.1550911E+001, 1.3493119E+000
 8.7200000E+002, 4.5600180E+002, 6.6266310E-001, 1.9178877E-003, 7.2567001E+001, 1.3537356E+000
 8.7400000E+002, 4.5700180E+002, 6.5880233E-001, 1.9427794E-003, 7.3577957E+001, 1.3581123E+000
 8.7600000E+002, 4.5800180E+002, 6.5489191E-001, 1.9674739E-003, 7.4580589E+001, 1.3624104E+000
 8.7800000E+002, 4.5900180E+002, 6.5093237E-001, 1.9918869E-003, 7.5571640E+001, 1.3665961E+000
 8.8000000E+002, 4.6000180E+002, 6.4692432E-001, 2.0159327E-003, 7.6547745E+001, 1.3706359E+000
 8.8200000E+002, 4.6100180E+002, 6.4286870E-001, 2.0395233E-003, 7.7505478E+001, 1.3744947E+000
 8.8400000E+002, 4.6200180E+002, 6.3876635E-001, 2.0625694E-003, 7.8441360E+001, 1.3781378E+000
 8.8600000E+002, 4.6300180E+002, 6.3461858E-001, 2.0849805E-003, 7.9351860E+001, 1.3815297E+000
 8.8800000E+002, 4.6400180E+002, 6.3042670E-001, 2.1066656E-003, 8.0233437E+001, 1.3846347E+000
 8.9000000E+002, 4.6500180E+002, 6.2619227E-001, 2.1275333E-003, 8.1082527E+001, 1.3874173E+000
 8.9200000E+002, 4.6600180E+002, 6.2191701E-001, 2.1474925E-003, 8.1895592E+001, 1.3898420E+000
 8.9400000E+002, 4.6700180E+002, 6.1760277E-001, 2.1664531E-003, 8.2669106E+001, 1.3918741E+000
 8.9600000E+002, 4.6800180E+002, 6.1325169E-001, 2.1843256E-003, 8.3399612E+001, 1.3934790E+000
 8.9800000E+002, 4.6900177E+002, 6.0886610E-001, 2.2010233E-003, 8.4083694E+001, 1.3946233E+000
 9.0000000E+002, 4.7000177E+002, 6.0444832E-001, 2.2164606E-003, 8.4718048E+001, 1.3952746E+000
 9.0200000E+002, 4.7100177E+002, 6.0000098E-001, 2.2305555E-003, 8.5299477E+001, 1.3954015E+000
 9.0400000E+002, 4.7200177E+002, 5.9552687E-001, 2.2432292E-003, 8.5824905E+001, 1.3949741E+000
 9.0600000E+002, 4.7300177E+002, 5.9102893E-001, 2.2544065E-003, 8.6291412E+001, 1.3939644E+000
 9.0800000E+002, 4.7400180E+002, 5.8651018E-001, 2.2640165E-003, 8.6696243E+001, 1.3923459E+000
 9.1000000E+002, 4.7500180E+002, 5.8197391E-001, 2.2719938E-003, 8.7036850E+001, 1.3900942E+000
 9.1200000E+002, 4.7600180E+002, 5.7742327E-001, 2.2782774E-003, 8.7310860E+001, 1.3871875E+000
 9.1400000E+002, 4.7700180E+002, 5.7286191E-001, 2.2828130E-003, 8.7516159E+001, 1.3836060E+000
 9.1600000E+002, 4.7800180E+002, 5.6829321E-001, 2.2855515E-003, 8.7650864E+001, 1.3793323E+000
 9.1800000E+002, 4.7900180E+002, 5.6372088E-001, 2.2864516E-003, 8.7713341E+001, 1.3743525E+000
 9.2000000E+002, 4.8000180E+002, 5.5914867E-001, 2.2854779E-003, 8.7702232E+001, 1.3686546E+000
 9.2200000E+002, 4.8100180E+002, 5.5458027E-001, 2.2826032E-003, 8.7616470E+001, 1.3622302E+000
 9.2400000E+002, 4.8200180E+002, 5.5001956E-001, 2.2778066E-003, 8.7455276E+001, 1.3550736E+000
 9.2600000E+002, 4.8300180E+002, 5.4547036E-001, 2.2710760E-003, 8.7218163E+001, 1.3471822E+000
 9.2800000E+002, 4.8400180E+002, 5.4093659E-001, 2.2624067E-003, 8.6904953E+001, 1.3385568E+000
 9.3000000E+002, 4.8500183E+002, 5.3642213E-001, 2.2518018E-003, 8.6515785E+001, 1.3292013E+000
 9.3200000E+002, 4.8600183E+002, 5.3193080E-001, 2.2392725E-003, 8.6051109E+001, 1.3191227E+000
 9.3400000E+002, 4.8700183E+002, 5.2746648E-001, 2.2248381E-003, 8.5511665E+001, 1.3083309E+000
 9.3600000E+002, 4.8800183E+002, 5.2303284E-001, 2.2085255E-003, 8.4898529E+001, 1.2968394E+000
 9.3800000E+002, 4.8900183E+002, 5.1863378E-001, 2.1903694E-003, 8.4213058E+001, 1.2846646E+000
 9.4000000E+002, 4.9000186E+002, 5.1427275E-001, 2.1704119E-003, 8.3456894E+001, 1.2718254E+000
 9.4200000E+002, 4.9100186E+002, 5.0995350E-001, 2.1487023E-003, 8.2631973E+001, 1.2583442E+000
 9.4400000E+002, 4.9200186E+002, 5.0567931E-001, 2.1252967E-003, 8.1740486E+001, 1.2442455E+000
 9.4600000E+002, 4.9300186E+002, 5.0145364E-001, 2.1002579E-003, 8.0784904E+001, 1.2295567E+000
 9.4800000E+002, 4.9400189E+002, 4.9727958E-001, 2.0736549E-003, 7.9767899E+001, 1.2143072E+000
 9.5000000E+002, 4.9500189E+002, 4.9316028E-001, 2.0455616E-003, 7.8692383E+001, 1.1985288E+000
 9.5200000E+002, 4.9600189E+002, 4.8909858E-001, 2.0160575E-003, 7.7561462E+001, 1.1822549E+000
 9.5400000E+002, 4.9700189E+002, 4.8509723E-001, 1.9852270E-003, 7.6378426E+001, 1.1655213E+000
 9.5600000E+002, 4.9800192E+002, 4.8115879E-001, 1.9531578E-003, 7.5146706E+001, 1.1483644E+000
 9.5800000E+002, 4.9900192E+002, 4.7728568E-001, 1.9199414E-003, 7.3869881E+001, 1.1308224E+000
 9.6000000E+002, 5.0000192E+002, 4.7348008E-001, 1.8856720E-003, 7.2551620E+001, 1.1129344E+000
 9.6200000E+002, 5.0100195E+002, 4.6974400E-001, 1.8504460E-003, 7.1195702E+001, 1.0947399E+000
 9.6400000E+002, 5.0200195E+002, 4.6607924E-001, 1.8143614E-003, 6.9805946E+001, 1.0762794E+000
 9.6600000E+002, 5.0300195E+002, 4.6248740E-001, 1.7775171E-003, 6.8386230E+001, 1.0575932E+000
 9.6800000E+002, 5.0400195E+002, 4.5896998E-001, 1.7400126E-003, 6.6940422E+001, 1.0387222E+000
 9.7000000E+002, 5.0500198E+002, 4.5552811E-001, 1.7019470E-003, 6.5472412E+001, 1.0197061E+000
 9.7200000E+002, 5.0600198E+002, 4.5216286E-001, 1.6634186E-003, 6.3986027E+001, 1.0005852E+000
 9.7400000E+002, 5.0700198E+002, 4.4887507E-001, 1.6245247E-003, 6.2485077E+001, 9.8139846E-001
 9.7600000E+002, 5.0800201E+002, 4.4566536E-001, 1.5853606E-003, 6.0973278E+001, 9.6218431E-001
 9.7800000E+002, 5.0900201E+002, 4.4253415E-001, 1.5460195E-003, 5.9454266E+001, 9.4297993E-001
 9.8000000E+002, 5.1000201E+002, 4.3948171E-001, 1.5065914E-003, 5.7931576E+001, 9.2382133E-001
 9.8200000E+002, 5.1100204E+002, 4.3650818E-001, 1.4671640E-003, 5.6408615E+001, 9.0474325E-001
 9.8400000E+002, 5.1200208E+002, 4.3361339E-001, 1.4278210E-003, 5.4888660E+001, 8.8577890E-001
 9.8600000E+002, 5.1300208E+002, 4.3079716E-001, 1.3886426E-003, 5.3374844E+001, 8.6695987E-001
 9.8800000E+002, 5.1400208E+002, 4.2805907E-001, 1.3497047E-003, 5.1870140E+001, 8.4831589E-001
 9.9000000E+002, 5.1500208E+002, 4.2539853E-001, 1.3110792E-003, 5.0377350E+001, 8.2987493E-001
 9.9200000E+002, 5.1600208E+002, 4.2281488E-001, 1.2728338E-003, 4.8899113E+001, 8.1166345E-001
 9.9400000E+002, 5.1700208E+002, 4.2030728E-001, 1.2350311E-003, 4.7437889E+001, 7.9370528E-001
 9.9600000E+002, 5.1800208E+002, 4.1787478E-001, 1.1977294E-003, 4.5995953E+001, 7.7602303E-001
 9.9800000E+002, 5.1900214E+002, 4.1551635E-001, 1.1609822E-003, 4.4575390E+001, 7.5863677E-001
 1.0000000E+003, 5.2000214E+002, 4.1323084E-001, 1.1248384E-003, 4.3178116E+001, 7.4156499E-001
 1.0020000E+003, 5.2100214E+002, 4.1101694E-001, 1.0893418E-003, 4.1805855E+001, 7.2482401E-001
 1.0040000E+003, 5.2200214E+002, 4.0887335E-001, 1.0545320E-003, 4.0460140E+001, 7.0842832E-001
 1.0060000E+003, 5.2300214E+002, 4.0679866E-001, 1.0204439E-003, 3.9142338E+001, 6.9239044E-001
 1.0080000E+003, 5.2400214E+002, 4.0479141E-001, 9.8710763E-004, 3.7853642E+001, 6.7672110E-001
 1.0100000E+003, 5.2500214E+002, 4.0285006E-001, 9.5454924E-004, 3.6595058E+001, 6.6142917E-001
 1.0120000E+003, 5.2600220E+002, 4.0097299E-001, 9.2279050E-004, 3.5367447E+001, 6.4652199E-001
 1.0140000E+003, 5.2700220E+002, 3.9915866E-001, 8.9184911E-004, 3.4171505E+001, 6.3200504E-001
 1.0160000E+003, 5.2800220E+002, 3.9740536E-001, 8.6173898E-004, 3.3007774E+001, 6.1788243E-001
 1.0180000E+003, 5.2900220E+002, 3.9571142E-001, 8.3247031E-004, 3.1876657E+001, 6.0415655E-001
 1.0200000E+003, 5.3000220E+002, 3.9407519E-001, 8.0404984E-004, 3.0778425E+001, 5.9082866E-001
 1.0220000E+003, 5.3100220E+002, 3.9249495E-001, 7.7648117E-004, 2.9713217E+001, 5.7789844E-001
 1.0240000E+003, 5.3200220E+002, 3.9096898E-001, 7.4976479E-004, 2.8681059E+001, 5.6536472E-001
 1.0260000E+003, 5.3300220E+002, 3.8949558E-001, 7.2389835E-004, 2.7681864E+001, 5.5322486E-001
 1.0280000E+003, 5.3400220E+002, 3.8807309E-001, 6.9887709E-004, 2.6715445E+001, 5.4147542E-001
 1.0300000E+003, 5.3500226E+002, 3.8669977E-001, 6.7469367E-004, 2.5781527E+001, 5.3011185E-001
 1.0320000E+003, 5.3600226E+002, 3.8537398E-001, 6.5133878E-004, 2.4879744E+001, 5.1912892E-001
 1.0340000E+003, 5.3700226E+002, 3.8409409E-001, 6.2880106E-004, 2.4009661E+001, 5.0852066E-001
 1.0360000E+003, 5.3800226E+002, 3.8285846E-001, 6.0706749E-004, 2.3170771E+001, 4.9828029E-001
 1.0380000E+003, 5.3900226E+002, 3.8166550E-001, 5.8612350E-004, 2.2362509E+001, 4.8840043E-001
 1.0400000E+003, 5.4000226E+002, 3.8051367E-001, 5.6595315E-004, 2.1584261E+001, 4.7887334E-001
 1.0420000E+003, 5.4100226E+002, 3.7940139E-001, 5.4653938E-004, 2.0835360E+001, 4.6969074E-001
 1.0440000E+003, 5.4200226E+002, 3.7832719E-001, 5.2786415E-004, 2.0115105E+001, 4.6084413E-001
 1.0460000E+003, 5.4300226E+002, 3.7728962E-001, 5.0990848E-004, 1.9422764E+001, 4.5232436E-001
 1.0480000E+003, 5.4400226E+002, 3.7628728E-001, 4.9265288E-004, 1.8757576E+001, 4.4412243E-001
 1.0500000E+003, 5.4500226E+002, 3.7531874E-001, 4.7607717E-004, 1.8118759E+001, 4.3622905E-001
 1.0520000E+003, 5.4600226E+002, 3.7438270E-001, 4.6016090E-004, 1.7505518E+001, 4.2863464E-001
 1.0540000E+003, 5.4700226E+002, 3.7347782E-001, 4.4488328E-004, 1.6917044E+001, 4.2132971E-001
 1.0560000E+003, 5.4800226E+002, 3.7260291E-001, 4.3022333E-004, 1.6352522E+001, 4.1430473E-001
 1.0580000E+003, 5.4900232E+002, 3.7175667E-001, 4.1616004E-004, 1.5811135E+001, 4.0755010E-001
 1.0600000E+003, 5.5000232E+002, 3.7093800E-001, 4.0267242E-004, 1.5292069E+001, 4.0105632E-001
 1.0620000E+003, 5.5100232E+002, 3.7014577E-001, 3.8973961E-004, 1.4794511E+001, 3.9481401E-001
 1.0640000E+003, 5.5200232E+002, 3.6937883E-001, 3.7734085E-004, 1.4317656E+001, 3.8881376E-001
 1.0660000E+003, 5.5300232E+002, 3.6863616E-001, 3.6545578E-004, 1.3860709E+001, 3.8304645E-001
 1.0680000E+003, 5.5400232E+002, 3.6791679E-001, 3.5406416E-004, 1.3422887E+001, 3.7750307E-001
 1.0700000E+003, 5.5500232E+002, 3.6721972E-001, 3.4314630E-004, 1.3003422E+001, 3.7217483E-001
 1.0720000E+003, 5.5600232E+002, 3.6654401E-001, 3.3268277E-004, 1.2601560E+001, 3.6705297E-001
 1.0740000E+003, 5.5700232E+002, 3.6588880E-001, 3.2265464E-004, 1.2216565E+001, 3.6212897E-001
 1.0760000E+003, 5.5800232E+002, 3.6525321E-001, 3.1304348E-004, 1.1847719E+001, 3.5739478E-001
 1.0780000E+003, 5.5900232E+002, 3.6463645E-001, 3.0383130E-004, 1.1494325E+001, 3.5284230E-001
 1.0800000E+003, 5.6000232E+002, 3.6403772E-001, 2.9500065E-004, 1.1155703E+001, 3.4846398E-001
 1.0820000E+003, 5.6100232E+002, 3.6345628E-001, 2.8653463E-004, 1.0831196E+001, 3.4425199E-001
 1.0840000E+003, 5.6200232E+002, 3.6289144E-001, 2.7841690E-004, 1.0520169E+001, 3.4019947E-001
 1.0860000E+003, 5.6300232E+002, 3.6234248E-001, 2.7063166E-004, 1.0222008E+001, 3.3629912E-001
 1.0880000E+003, 5.6400232E+002, 3.6180878E-001, 2.6316362E-004, 9.9361181E+000, 3.3254430E-001
 1.0900000E+003, 5.6500232E+002, 3.6128968E-001, 2.5599811E-004, 9.6619320E+000, 3.2892847E-001
 1.0920000E+003, 5.6600232E+002, 3.6078465E-001, 2.4912105E-004, 9.3988972E+000, 3.2544550E-001
 1.0940000E+003, 5.6700232E+002, 3.6029309E-001, 2.4251880E-004, 9.1464891E+000, 3.2208911E-001
 1.0960000E+003, 5.6800232E+002, 3.5981447E-001, 2.3617840E-004, 8.9042015E+000, 3.1885386E-001
 1.0980000E+003, 5.6900232E+002, 3.5934827E-001, 2.3008736E-004, 8.6715488E+000, 3.1573403E-001
 1.1000000E+003, 5.7000232E+002, 3.5889402E-001, 2.2423374E-004, 8.4480667E+000, 3.1272438E-001
 1.1020000E+003, 5.7100232E+002, 3.5845125E-001, 2.1860610E-004, 8.2333136E+000, 3.0981994E-001
 1.1040000E+003, 5.7200232E+002, 3.5801950E-001, 2.1319356E-004, 8.0268631E+000, 3.0701581E-001
 1.1060000E+003, 5.7300232E+002, 3.5759839E-001, 2.0798571E-004, 7.8283134E+000, 3.0430728E-001
 1.1080000E+003, 5.7400232E+002, 3.5718748E-001, 2.0297262E-004, 7.6372781E+000, 3.0169025E-001
 1.1100000E+003, 5.7500232E+002, 3.5678643E-001, 1.9814481E-004, 7.4533896E+000, 2.9916015E-001
 1.1120000E+003, 5.7600232E+002, 3.5639483E-001, 1.9349332E-004, 7.2762995E+000, 2.9671326E-001
 1.1140000E+003, 5.7700232E+002, 3.5601237E-001, 1.8900959E-004, 7.1056747E+000, 2.9434565E-001
 1.1160000E+003, 5.7800238E+002, 3.5563874E-001, 1.8468544E-004, 6.9411998E+000, 2.9205382E-001
 1.1180000E+003, 5.7900238E+002, 3.5527357E-001, 1.8051321E-004, 6.7825747E+000, 2.8983423E-001
 1.1200000E+003, 5.8000238E+002, 3.5491663E-001, 1.7648551E-004, 6.6295152E+000, 2.8768367E-001
 1.1220000E+003, 5.8100238E+002, 3.5456759E-001, 1.7259544E-004, 6.4817514E+000, 2.8559893E-001
 1.1240000E+003, 5.8200238E+002, 3.5422620E-001, 1.6883636E-004, 6.3390284E+000, 2.8357726E-001
 1.1260000E+003, 5.8300238E+002, 3.5389221E-001, 1.6520206E-004, 6.2011027E+000, 2.8161576E-001
 1.1280000E+003, 5.8400238E+002, 3.5356534E-001, 1.6168661E-004, 6.0677462E+000, 2.7971178E-001
 1.1300000E+003, 5.8500238E+002, 3.5324541E-001, 1.5828443E-004, 5.9387412E+000, 2.7786285E-001
 1.1320000E+003, 5.8600238E+002, 3.5293216E-001, 1.5499022E-004, 5.8138833E+000, 2.7606660E-001
 1.1340000E+003, 5.8700238E+002, 3.5262540E-001, 1.5179899E-004, 5.6929779E+000, 2.7432066E-001
 1.1360000E+003, 5.8800238E+002, 3.5232493E-001, 1.4870598E-004, 5.5758424E+000, 2.7262303E-001
 1.1380000E+003, 5.8900238E+002, 3.5203055E-001, 1.4570676E-004, 5.4623032E+000, 2.7097163E-001
 1.1400000E+003, 5.9000238E+002, 3.5174209E-001, 1.4279706E-004, 5.3521967E+000, 2.6936460E-001
 1.1420000E+003, 5.9100238E+002, 3.5145935E-001, 1.3997294E-004, 5.2453690E+000, 2.6780003E-001
 1.1440000E+003, 5.9200238E+002, 3.5118216E-001, 1.3723059E-004, 5.1416736E+000, 2.6627633E-001
 1.1460000E+003, 5.9300238E+002, 3.5091040E-001, 1.3456648E-004, 5.0409732E+000, 2.6479176E-001
 1.1480000E+003, 5.9400238E+002, 3.5064387E-001, 1.3197724E-004, 4.9431381E+000, 2.6334494E-001
 1.1500000E+003, 5.9500238E+002, 3.5038245E-001, 1.2945970E-004, 4.8480449E+000, 2.6193425E-001
 1.1520000E+003, 5.9600238E+002, 3.5012603E-001, 1.2701088E-004, 4.7555790E+000, 2.6055840E-001
 1.1540000E+003, 5.9700238E+002, 3.4987441E-001, 1.2462793E-004, 4.6656303E+000, 2.5921607E-001
 1.1560000E+003, 5.9800238E+002, 3.4962749E-001, 1.2230818E-004, 4.5780954E+000, 2.5790605E-001
 1.1580000E+003, 5.9900238E+002, 3.4938514E-001, 1.2004912E-004, 4.4928770E+000, 2.5662717E-001
 1.1600000E+003, 6.0000238E+002, 3.4914726E-001, 1.1784835E-004, 4.4098835E+000, 2.5537825E-001
 1.1620000E+003, 6.0100238E+002, 3.4891373E-001, 1.1570362E-004, 4.3290272E+000, 2.5415826E-001
 1.1640000E+003, 6.0200238E+002, 3.4868443E-001, 1.1361280E-004, 4.2502265E+000, 2.5296628E-001
 1.1660000E+003, 6.0300238E+002, 3.4845927E-001, 1.1157387E-004, 4.1734028E+000, 2.5180131E-001
 1.1680000E+003, 6.0400238E+002, 3.4823814E-001, 1.0958491E-004, 4.0984826E+000, 2.5066233E-001
